particle #,x,y,vx,vy,m,Omega,h,density,pressure,dvx/dt,dvy/dt,du/dt
particle 175,0.07,0.51,2.30448e-16,9.64906e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.87552e-14,-2.01051e-14,5.14039e-14
particle 176,0.07,0.53,1.3507e-16,-5.95975e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.80832e-14,-1.104e-14,4.93191e-14
particle 177,0.07,0.55,1.98912e-16,-2.37805e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.49108e-14,1.02665e-14,7.02164e-14
particle 178,0.07,0.57,5.91894e-16,-6.53212e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.06224e-14,-6.38378e-15,-1.50444e-13
particle 179,0.07,0.59,6.49448e-16,6.71823e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.92107e-14,1.20718e-14,-1.5111e-13
particle 180,0.07,0.61,3.69895e-16,2.64693e-15,0.43,0.991062,0.0240029,1074.74,716.491,7.61674e-16,-6.29438e-15,7.14173e-14
particle 181,0.07,0.63,5.13827e-16,6.87956e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.60511e-15,2.49245e-14,4.58136e-14
particle 182,0.07,0.65,3.37527e-16,-8.24744e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.27045e-14,-2.04104e-14,4.3109e-14
particle 183,0.07,0.67,2.39383e-16,-2.64764e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.4916e-15,-6.07607e-15,6.7239e-14
particle 184,0.07,0.69,6.32896e-16,-6.55495e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.35447e-14,-7.27196e-15,-1.53642e-13
particle 185,0.07,0.71,6.20551e-16,6.72117e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51521e-14,1.31019e-14,-1.5167e-13
particle 186,0.07,0.73,3.49675e-16,2.62695e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.34218e-15,-6.21032e-15,7.1046e-14
particle 187,0.07,0.75,5.13827e-16,6.87956e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.60511e-15,2.49245e-14,4.53796e-14
particle 188,0.07,0.77,3.37527e-16,-8.24744e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.27045e-14,-2.04104e-14,4.30226e-14
particle 189,0.07,0.79,2.39383e-16,-2.64764e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.4916e-15,-6.07607e-15,6.72368e-14
particle 190,0.07,0.81,6.32896e-16,-6.55495e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.35447e-14,-7.27196e-15,-1.53642e-13
particle 191,0.07,0.83,6.20551e-16,6.72117e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.51521e-14,1.31019e-14,-1.51668e-13
particle 192,0.07,0.85,3.49675e-16,2.62695e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.34218e-15,-6.21032e-15,7.11424e-14
particle 193,0.07,0.87,5.13813e-16,6.7602e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.60939e-15,2.10921e-14,4.61177e-14
particle 194,0.07,0.89,3.32128e-16,-8.09747e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.11514e-14,-9.8362e-15,4.47235e-14
particle 195,0.07,0.91,2.02615e-16,-2.69403e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.87541e-14,-1.45282e-15,6.80101e-14
particle 196,0.07,0.93,5.58712e-16,-6.63783e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.95122e-14,-5.63438e-15,-1.54814e-13
particle 197,0.07,0.95,5.27302e-16,6.66802e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.25028e-14,6.37341e-15,-1.52322e-13
particle 198,0.07,0.97,2.71665e-16,2.53991e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.21789e-14,-5.35391e-15,6.96658e-14
particle 199,0.07,0.99,4.17774e-16,7.75742e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.38375e-14,4.41267e-14,3.98472e-14
particle 200,0.09,0.01,2.20167e-16,-5.48947e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.77968e-15,2.53657e-14,2.94399e-14
particle 201,0.09,0.03,9.71717e-17,-9.18732e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.52016e-15,3.02536e-15,2.45488e-15
particle 202,0.09,0.05,1.77521e-16,-4.01298e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.63438e-15,2.36339e-14,-1.79954e-14
particle 203,0.09,0.07,3.50489e-16,4.89244e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.41247e-14,-2.54227e-14,-7.57815e-15
particle 204,0.09,0.09,3.68305e-16,2.67817e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.6229e-15,-7.30825e-15,9.00865e-15
particle 205,0.09,0.11,3.61742e-16,2.77927e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.24392e-15,5.84606e-16,1.31428e-14
particle 206,0.09,0.13,5.88827e-16,-2.56295e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.15e-15,-3.50561e-15,3.39395e-14
particle 207,0.09,0.15,3.39399e-16,-1.51726e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.05231e-15,-3.55271e-15,5.14009e-15
particle 208,0.09,0.17,4.73784e-16,1.02704e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.19269e-15,3.41394e-15,-2.93863e-14
particle 209,0.09,0.19,3.65316e-16,9.9821e-16,0.43,0.991062,0.0240029,1074.74,716.491,3.93941e-16,-8.44889e-15,2.16219e-14
particle 210,0.09,0.21,4.12477e-16,-9.36388e-16,0.43,0.991062,0.0240029,1074.74,716.491,-9.15934e-16,5.64826e-15,2.6711e-14
particle 211,0.09,0.23,3.11274e-16,-4.19548e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.03251e-14,-5.89806e-15,-2.70874e-14
particle 212,0.09,0.25,1.94155e-16,1.30709e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.70216e-15,-3.34948e-14,1.02103e-14
particle 213,0.09,0.27,3.9786e-16,-6.66e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.85143e-15,3.38948e-15,6.79478e-14
particle 214,0.09,0.29,2.85913e-16,-3.13596e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.02536e-15,-3.33067e-16,-4.71813e-14
particle 215,0.09,0.31,3.22248e-17,2.76725e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.6638e-15,-1.70562e-14,-4.28202e-14
particle 216,0.09,0.33,1.71792e-16,-7.38489e-17,0.43,0.991062,0.0240029,1074.74,716.491,-6.56514e-15,9.22398e-16,7.98815e-14
particle 217,0.09,0.35,3.61836e-16,-2.91203e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.33227e-15,1.29341e-14,-3.79921e-14
particle 218,0.09,0.37,8.45678e-17,2.81554e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.11463e-15,-1.47012e-14,-3.8133e-14
particle 219,0.09,0.39,2.47601e-16,-3.6142e-17,0.43,0.991062,0.0240029,1074.74,716.491,-7.30175e-15,1.42839e-15,8.2308e-14
particle 220,0.09,0.41,4.12319e-16,-2.88169e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.30451e-15,9.38138e-15,-3.62248e-14
particle 221,0.09,0.43,1.04687e-16,2.80123e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.56063e-15,-1.36597e-14,-3.86888e-14
particle 222,0.09,0.45,3.09136e-16,-8.1001e-18,0.43,0.991062,0.0240029,1074.74,716.491,7.21477e-16,9.70606e-17,7.8322e-14
particle 223,0.09,0.47,3.13328e-16,-2.73936e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.05471e-15,2.0775e-14,-4.90738e-14
particle 224,0.09,0.49,6.11358e-17,3.52683e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.73333e-15,6.61027e-15,-5.72155e-14
particle 225,0.09,0.51,1.60057e-16,1.20061e-15,0.43,0.991062,0.0240029,1074.74,716.491,-7.81409e-15,-1.92281e-14,5.86888e-14
particle 226,0.09,0.53,3.65261e-17,-4.4209e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.78285e-15,-1.40642e-14,6.14661e-14
particle 227,0.09,0.55,1.63207e-16,-2.32006e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.73357e-15,8.79056e-15,8.28841e-14
particle 228,0.09,0.57,3.16251e-16,-6.24174e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.35363e-15,-9.99201e-15,-1.27178e-13
particle 229,0.09,0.59,2.90186e-16,6.32632e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.30582e-15,1.28351e-14,-1.29061e-13
particle 230,0.09,0.61,3.138e-16,2.54845e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.27994e-15,-5.57102e-16,8.14053e-14
particle 231,0.09,0.63,3.05835e-16,6.51943e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.65355e-15,1.69229e-14,5.8454e-14
particle 232,0.09,0.65,1.5497e-16,-6.67715e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.4479e-15,-1.98079e-14,5.79217e-14
particle 233,0.09,0.67,1.27373e-16,-2.54757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.27726e-15,-1.25085e-15,8.06366e-14
particle 234,0.09,0.69,3.1949e-16,-6.29247e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.27116e-15,-9.96425e-15,-1.30277e-13
particle 235,0.09,0.71,2.90186e-16,6.33643e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.30582e-15,1.63878e-14,-1.30071e-13
particle 236,0.09,0.73,3.138e-16,2.54845e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.27994e-15,-5.57102e-16,8.12049e-14
particle 237,0.09,0.75,3.05835e-16,6.51943e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.65355e-15,1.69229e-14,5.8381e-14
particle 238,0.09,0.77,1.5497e-16,-6.67715e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.4479e-15,-1.98079e-14,5.79184e-14
particle 239,0.09,0.79,1.27373e-16,-2.54757e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.27726e-15,-1.25085e-15,8.06366e-14
particle 240,0.09,0.81,3.1949e-16,-6.29247e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.27116e-15,-9.96425e-15,-1.30277e-13
particle 241,0.09,0.83,2.90186e-16,6.33643e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.30582e-15,1.63878e-14,-1.30071e-13
particle 242,0.09,0.85,3.138e-16,2.54845e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.27994e-15,-5.57102e-16,8.12261e-14
particle 243,0.09,0.87,3.04571e-16,6.41198e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.09763e-15,1.32314e-14,5.87064e-14
particle 244,0.09,0.89,9.86182e-17,-6.85541e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.16267e-15,-2.14964e-14,5.90384e-14
particle 245,0.09,0.91,1.75034e-16,-2.63542e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.20837e-15,-5.7826e-15,8.09099e-14
particle 246,0.09,0.93,3.35528e-16,-6.32964e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.63358e-15,-1.89432e-14,-1.31934e-13
particle 247,0.09,0.95,2.61528e-16,6.32925e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.65109e-15,1.79206e-14,-1.30835e-13
particle 248,0.09,0.97,1.65774e-16,2.49486e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.04995e-16,6.71603e-16,7.96844e-14
particle 249,0.09,0.99,3.11986e-16,7.37973e-16,0.43,0.991062,0.0240029,1074.74,716.491,6.2478e-15,3.44479e-14,5.45208e-14
particle 250,0.11,0.01,2.0956e-16,-4.24309e-16,0.43,0.991062,0.0240029,1074.74,716.491,-6.63777e-15,2.63283e-14,2.8407e-14
particle 251,0.11,0.03,3.71775e-16,-9.79927e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.14748e-15,1.05796e-14,-5.54298e-16
particle 252,0.11,0.05,2.00444e-16,-2.85907e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.15046e-15,6.87674e-15,-1.9043e-14
particle 253,0.11,0.07,2.67221e-16,5.08324e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.95827e-15,-2.22827e-14,-5.14657e-15
particle 254,0.11,0.09,3.4034e-16,3.22133e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.23271e-15,-2.99187e-15,1.09833e-14
particle 255,0.11,0.11,2.37738e-16,2.7577e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.49926e-15,-5.89783e-15,1.60304e-14
particle 256,0.11,0.13,2.11285e-16,-7.64843e-18,0.43,0.991062,0.0240029,1074.74,716.491,-1.0653e-14,-5.74282e-15,3.86855e-14
particle 257,0.11,0.15,2.46463e-16,-1.72316e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.24748e-15,-9.17169e-16,6.7867e-15
particle 258,0.11,0.17,-5.54242e-17,6.53539e-17,0.43,0.991062,0.0240029,1074.74,716.491,-1.48349e-14,-5.36353e-15,-3.27909e-14
particle 259,0.11,0.19,3.91971e-17,1.07903e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18746e-14,-1.11137e-14,2.02951e-14
particle 260,0.11,0.21,2.36216e-16,-1.0786e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.55005e-15,1.25028e-14,2.56489e-14
particle 261,0.11,0.23,-1.04561e-16,-3.96735e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.19764e-14,-6.15475e-15,-3.03897e-14
particle 262,0.11,0.25,6.28948e-17,1.33105e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.70402e-15,-3.4006e-14,9.37552e-15
particle 263,0.11,0.27,2.66804e-16,-7.2979e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.88002e-15,9.13455e-16,6.63292e-14
particle 264,0.11,0.29,1.84868e-17,-3.19115e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.7454e-15,2.35922e-16,-5.10313e-14
particle 265,0.11,0.31,1.63926e-17,2.85761e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.16623e-14,-1.45048e-14,-4.47819e-14
particle 266,0.11,0.33,2.90151e-16,-5.42611e-18,0.43,0.991062,0.0240029,1074.74,716.491,-3.00503e-16,5.79154e-17,8.00742e-14
particle 267,0.11,0.35,-3.90277e-17,-2.86269e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.90954e-15,1.34753e-14,-3.9238e-14
particle 268,0.11,0.37,-4.34159e-17,2.89818e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.83194e-14,-1.16716e-14,-3.88143e-14
particle 269,0.11,0.39,2.95207e-16,-5.26814e-18,0.43,0.991062,0.0240029,1074.74,716.491,1.47584e-15,5.79093e-17,8.19398e-14
particle 270,0.11,0.41,-3.90277e-17,-2.86269e-15,0.43,0.991062,0.0240029,1074.74,716.491,-8.90954e-15,1.34753e-14,-3.82671e-14
particle 271,0.11,0.43,-2.25685e-17,2.90055e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.83514e-14,-1.06328e-14,-3.86064e-14
particle 272,0.11,0.45,3.20008e-16,1.12799e-17,0.43,0.991062,0.0240029,1074.74,716.491,2.293e-15,4.00532e-15,8.03832e-14
particle 273,0.11,0.47,1.06181e-16,-2.81924e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.19269e-15,1.32255e-14,-4.98605e-14
particle 274,0.11,0.49,9.025e-17,3.58835e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.06453e-15,9.55529e-15,-5.85651e-14
particle 275,0.11,0.51,2.40264e-16,1.06707e-15,0.43,0.991062,0.0240029,1074.74,716.491,-5.19452e-15,-2.00278e-14,5.85377e-14
particle 276,0.11,0.53,9.08006e-17,-3.60164e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.86351e-15,-1.97651e-14,6.37669e-14
particle 277,0.11,0.55,2.42542e-16,-2.26997e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.19224e-16,7.11766e-15,8.74557e-14
particle 278,0.11,0.57,1.9901e-16,-6.3454e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.498e-16,-9.64506e-15,-1.25063e-13
particle 279,0.11,0.59,2.00302e-16,6.43433e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18416e-14,1.69359e-14,-1.27156e-13
particle 280,0.11,0.61,4.42835e-16,2.53582e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.2083e-15,-7.6935e-16,8.48549e-14
particle 281,0.11,0.63,2.28462e-16,6.0978e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.731e-15,1.04853e-14,5.76916e-14
particle 282,0.11,0.65,3.11438e-17,-6.18826e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.25372e-14,-1.20556e-14,5.77175e-14
particle 283,0.11,0.67,2.28885e-16,-2.5392e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.26371e-15,-3.00536e-15,8.43265e-14
particle 284,0.11,0.69,1.67882e-16,-6.40607e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.85563e-15,-1.67505e-14,-1.28297e-13
particle 285,0.11,0.71,2.00302e-16,6.42422e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18416e-14,1.33832e-14,-1.27981e-13
particle 286,0.11,0.73,4.42835e-16,2.53582e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.2083e-15,-7.6935e-16,8.48104e-14
particle 287,0.11,0.75,2.28462e-16,6.0978e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.731e-15,1.04853e-14,5.76904e-14
particle 288,0.11,0.77,3.11438e-17,-6.18826e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.25372e-14,-1.20556e-14,5.77175e-14
particle 289,0.11,0.79,2.28885e-16,-2.5392e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.26371e-15,-3.00536e-15,8.43265e-14
particle 290,0.11,0.81,1.67882e-16,-6.40607e-15,0.43,0.991062,0.0240029,1074.74,716.491,-6.85563e-15,-1.67505e-14,-1.28297e-13
particle 291,0.11,0.83,2.00302e-16,6.42422e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.18416e-14,1.33832e-14,-1.27981e-13
particle 292,0.11,0.85,4.42835e-16,2.53582e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.2083e-15,-7.6935e-16,8.48207e-14
particle 293,0.11,0.87,2.28461e-16,6.0974e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.73101e-15,1.04714e-14,5.77086e-14
particle 294,0.11,0.89,1.09336e-17,-6.3928e-16,0.43,0.991062,0.0240029,1074.74,716.491,-1.25329e-14,-1.37743e-14,5.80971e-14
particle 295,0.11,0.91,2.27706e-16,-2.58625e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.81567e-15,-3.41971e-15,8.49698e-14
particle 296,0.11,0.93,2.21684e-16,-6.50763e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.66374e-15,-2.03171e-14,-1.29217e-13
particle 297,0.11,0.95,2.11048e-16,6.38894e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.24369e-15,1.64156e-14,-1.2936e-13
particle 298,0.11,0.97,3.93262e-16,2.49409e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.77704e-15,-2.80953e-17,8.23819e-14
particle 299,0.11,0.99,2.19162e-16,7.62071e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.27745e-15,3.80914e-14,5.49471e-14
particle 300,0.13,0.01,2.27782e-16,-4.74226e-16,0.43,0.991062,0.0240029,1074.74,716.491,9.80077e-16,2.2561e-14,5.01299e-14
particle 301,0.13,0.03,1.83834e-16,-8.94836e-16,0.43,0.991062,0.0240029,1074.74,716.491,5.55112e-17,2.51882e-14,2.6032e-14
particle 302,0.13,0.05,1.37466e-17,-4.2812e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.82867e-16,9.64506e-15,6.5064e-15
particle 303,0.13,0.07,-1.67587e-18,4.84994e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.05231e-15,-1.89432e-14,1.41047e-14
particle 304,0.13,0.09,8.50743e-17,4.90605e-16,0.43,0.991062,0.0240029,1074.74,716.491,2.19725e-16,-2.67957e-15,2.90978e-14
particle 305,0.13,0.11,-7.77394e-17,2.44397e-16,0.43,0.991062,0.0240029,1074.74,716.491,-2.38698e-15,-1.00614e-14,3.24442e-14
particle 306,0.13,0.13,-6.37354e-17,8.11072e-17,0.43,0.991062,0.0240029,1074.74,716.491,-5.15901e-15,-3.85626e-15,5.50134e-14
particle 307,0.13,0.15,2.89153e-17,-1.57011e-15,0.43,0.991062,0.0240029,1074.74,716.491,-2.91434e-15,4.06619e-15,2.68654e-14
particle 308,0.13,0.17,1.04048e-16,-7.85294e-17,0.43,0.991062,0.0240029,1074.74,716.491,-4.88498e-15,-1.09773e-14,-1.34671e-14
particle 309,0.13,0.19,2.5658e-16,1.11109e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.00058e-15,-4.95626e-15,3.99927e-14
particle 310,0.13,0.21,5.96476e-17,-1.10727e-15,0.43,0.991062,0.0240029,1074.74,716.491,4.21885e-15,6.63358e-15,4.11808e-14
particle 311,0.13,0.23,1.52003e-16,-1.23127e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.02456e-15,8.74301e-15,-1.1085e-14
particle 312,0.13,0.25,4.27041e-16,1.15011e-15,0.43,0.991062,0.0240029,1074.74,716.491,8.65176e-16,-2.58519e-14,3.36939e-14
particle 313,0.13,0.27,1.68774e-16,-8.66143e-16,0.43,0.991062,0.0240029,1074.74,716.491,-4.76717e-15,-3.92402e-15,8.48024e-14
particle 314,0.13,0.29,4.14452e-16,-3.12127e-15,0.43,0.991062,0.0240029,1074.74,716.491,-3.05311e-15,-2.65066e-15,-3.05864e-14
particle 315,0.13,0.31,3.2369e-16,2.67648e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.80951e-15,-1.50601e-14,-2.11165e-14
particle 316,0.13,0.33,5.93936e-17,-1.04056e-16,0.43,0.991062,0.0240029,1074.74,716.491,-5.30255e-15,-1.39394e-16,9.98253e-14
particle 317,0.13,0.35,3.89487e-16,-2.78582e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.99201e-16,7.89646e-15,-2.09349e-14
particle 318,0.13,0.37,2.8108e-16,2.73509e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.80343e-15,-1.23238e-14,-1.68447e-14
particle 319,0.13,0.39,6.84859e-17,-7.9522e-17,0.43,0.991062,0.0240029,1074.74,716.491,-8.85862e-15,3.30062e-15,1.009e-13
particle 320,0.13,0.41,3.89487e-16,-2.78582e-15,0.43,0.991062,0.0240029,1074.74,716.491,-9.99201e-16,7.89646e-15,-2.07217e-14
particle 321,0.13,0.43,2.76046e-16,2.74419e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.80676e-15,-1.05458e-14,-1.70273e-14
particle 322,0.13,0.45,5.57542e-17,-1.37577e-17,0.43,0.991062,0.0240029,1074.74,716.491,-9.06366e-15,1.11084e-14,1.00394e-13
particle 323,0.13,0.47,4.30648e-16,-2.68841e-15,0.43,0.991062,0.0240029,1074.74,716.491,3.02536e-15,1.61954e-14,-2.91136e-14
particle 324,0.13,0.49,2.91444e-16,3.51182e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.94772e-15,9.19856e-15,-3.57792e-14
particle 325,0.13,0.51,4.71128e-17,1.13221e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.49167e-15,-1.88298e-14,7.86189e-14
particle 326,0.13,0.53,-4.71487e-17,-3.37653e-16,0.43,0.991062,0.0240029,1074.74,716.491,-7.20922e-15,-1.39436e-14,8.39478e-14
particle 327,0.13,0.55,7.15367e-17,-2.33362e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.04624e-15,4.74237e-15,1.0917e-13
particle 328,0.13,0.57,4.09238e-17,-6.52391e-15,0.43,0.991062,0.0240029,1074.74,716.491,9.52016e-15,-1.06581e-14,-1.08069e-13
particle 329,0.13,0.59,-5.60543e-17,6.61284e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.68483e-17,1.2207e-14,-1.09464e-13
particle 330,0.13,0.61,1.64378e-16,2.60516e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.69301e-16,1.57794e-15,1.0709e-13
particle 331,0.13,0.63,2.55965e-16,5.35561e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.2952e-16,1.52166e-14,7.64803e-14
particle 332,0.13,0.65,3.98886e-17,-5.19254e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.86752e-16,-1.01995e-14,7.64319e-14
particle 333,0.13,0.67,2.85609e-17,-2.54243e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.98847e-15,3.71468e-15,1.06492e-13
particle 334,0.13,0.69,4.74021e-19,-6.58213e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.96745e-15,-1.15463e-14,-1.10902e-13
particle 335,0.13,0.71,-5.60543e-17,6.61284e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.68483e-17,1.2207e-14,-1.10281e-13
particle 336,0.13,0.73,1.64378e-16,2.60516e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.69301e-16,1.57794e-15,1.07043e-13
particle 337,0.13,0.75,2.55965e-16,5.35561e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.2952e-16,1.52166e-14,7.64803e-14
particle 338,0.13,0.77,3.98886e-17,-5.19254e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.86752e-16,-1.01995e-14,7.64319e-14
particle 339,0.13,0.79,2.85609e-17,-2.54243e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.98847e-15,3.71468e-15,1.06492e-13
particle 340,0.13,0.81,4.74021e-19,-6.58213e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.96745e-15,-1.15463e-14,-1.10902e-13
particle 341,0.13,0.83,-5.60543e-17,6.61284e-15,0.43,0.991062,0.0240029,1074.74,716.491,1.68483e-17,1.2207e-14,-1.10281e-13
particle 342,0.13,0.85,1.64378e-16,2.60516e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.69301e-16,1.57794e-15,1.07044e-13
particle 343,0.13,0.87,2.55964e-16,5.35561e-16,0.43,0.991062,0.0240029,1074.74,716.491,4.29499e-16,1.52166e-14,7.64793e-14
particle 344,0.13,0.89,3.98866e-17,-5.19255e-16,0.43,0.991062,0.0240029,1074.74,716.491,-8.86878e-16,-1.01995e-14,7.65537e-14
particle 345,0.13,0.91,2.79383e-17,-2.56225e-15,0.43,0.991062,0.0240029,1074.74,716.491,2.76766e-15,3.68754e-15,1.07006e-13
particle 346,0.13,0.93,9.90703e-17,-6.60733e-15,0.43,0.991062,0.0240029,1074.74,716.491,5.07927e-15,-1.5099e-14,-1.10045e-13
particle 347,0.13,0.95,4.36718e-18,6.54335e-15,0.43,0.991062,0.0240029,1074.74,716.491,-4.02261e-15,1.50445e-14,-1.09351e-13
particle 348,0.13,0.97,9.89803e-17,2.47916e-15,0.43,0.991062,0.0240029,1074.74,716.491,-1.48775e-15,-1.74886e-16,1.06178e-13
particle 349,0.13,0.99,1.20067e-16,6.62541e-16,0.43,0.991062,0.0240029,1074.74,716.491,-3.0332e-15,3.07915e-14,7.5613e-14
particle 350,0.15,0.01,-1.2989e-15,-4.98867e-16,0.43,0.991062,0.0240029,1074.74,716.491,1.14353e-14,1.57097e-14,2.49643e-14
